u,v,w,p,q,r,p_dot,q_dot,r_dot,lat,lon,alt,aileron,elevator,rudder
740.8,1.1545,72.372,-0.014842,0.01683,0.004904,0.0023455,0.0018439,0.003087,37.814,-101.14,32129,0.1267,0,-0.18883
741.07,1.0679,72.387,-0.01479,0.016867,0.0049638,0.0028372,0.0018532,0.0028915,37.814,-101.14,32122,0.1267,0,-0.18883
741.35,0.98053,72.403,-0.014728,0.016904,0.0050197,0.0033243,0.0018626,0.0026944,37.814,-101.14,32115,0.1267,0,-0.18883
741.62,0.89239,72.418,-0.014657,0.016941,0.0050716,0.0038063,0.0018721,0.0024958,37.814,-101.14,32108,0.1267,0,-0.18883
741.9,0.80358,72.433,-0.014576,0.016979,0.0051195,0.004283,0.0018816,0.0022959,37.814,-101.14,32101,0.1267,0,-0.18883
742.17,0.71417,72.449,-0.014486,0.017017,0.0051635,0.004754,0.0018912,0.0020949,37.814,-101.14,32094,0.1267,0,-0.18883
742.45,0.62424,72.464,-0.014386,0.017054,0.0052034,0.0052188,0.0019007,0.0018929,37.814,-101.14,32087,0.1267,0,-0.18883
742.72,0.53386,72.479,-0.014277,0.017093,0.0052392,0.0056772,0.0019103,0.0016902,37.814,-101.14,32080,0.1267,0,-0.18883
743,0.44312,72.494,-0.014159,0.017131,0.005271,0.0061288,0.0019199,0.0014868,37.814,-101.14,32074,0.1267,0,-0.18883
743.27,0.35207,72.51,-0.014032,0.017169,0.0052987,0.0065732,0.0019295,0.001283,37.814,-101.14,32067,0.1267,0,-0.18883
743.54,0.26081,72.525,-0.013896,0.017208,0.0053223,0.0070101,0.001939,0.0010789,37.814,-101.14,32060,0.1267,0,-0.18883
743.82,0.1694,72.54,-0.013752,0.017247,0.0053419,0.0074392,0.0019484,0.00087465,37.814,-101.14,32053,0.1267,0,-0.18883
744.09,0.077926,72.555,-0.013599,0.017286,0.0053573,0.0078601,0.0019578,0.00067046,37.814,-101.14,32046,0.1267,0,-0.18883
744.36,-0.013548,72.571,-0.013437,0.017325,0.0053687,0.0082727,0.0019653,0.00046648,37.814,-101.14,32039,0.1267,0,-0.18883
744.63,-0.10494,72.586,-0.013268,0.017365,0.005376,0.0086765,0.0019627,0.00026284,37.814,-101.14,32032,0.1267,0,-0.18883
744.91,-0.19619,72.601,-0.01309,0.017404,0.0053793,0.0090712,0.0019602,5.97E-05,37.814,-101.14,32026,0.1267,0,-0.18883
745.18,-0.28721,72.617,-0.012905,0.017443,0.0053784,0.0094566,0.0019576,-0.00014264,37.814,-101.14,32019,0.1267,0,-0.18883
745.45,-0.37793,72.632,-0.012712,0.017482,0.0053736,0.0098323,0.001955,-0.00034417,37.814,-101.14,32012,0.1267,0,-0.18883
745.72,-0.46827,72.647,-0.012512,0.017521,0.0053647,0.010198,0.0019525,-0.00054467,37.814,-101.14,32005,0.1267,0,-0.18883
745.99,-0.55818,72.663,-0.012304,0.01756,0.0053518,0.010554,0.00195,-0.00074399,37.814,-101.14,31998,0.1267,0,-0.18883
746.26,-0.64756,72.678,-0.01209,0.017599,0.005335,0.010899,0.0019475,-0.00094196,37.814,-101.14,31991,0.1267,0,-0.18883
746.53,-0.73637,72.694,-0.011868,0.017638,0.0053142,0.011234,0.001945,-0.0011384,37.814,-101.14,31985,0.1267,0,-0.18883
746.8,-0.82451,72.709,-0.01164,0.017677,0.0052895,0.011557,0.0019425,-0.0013332,37.814,-101.14,31978,0.1267,0,-0.18883
747.07,-0.91193,72.725,-0.011406,0.017716,0.0052609,0.01187,0.00194,-0.0015262,37.814,-101.14,31971,0.1267,0,-0.18883
747.34,-0.99856,72.74,-0.011166,0.017755,0.0052285,0.012171,0.0019376,-0.0017172,37.814,-101.14,31964,0.1267,0,-0.18883
747.61,-1.0843,72.755,-0.010919,0.017793,0.0051922,0.01246,0.0019351,-0.0019061,37.814,-101.14,31957,0.1267,0,-0.18883
747.88,-1.1692,72.771,-0.010667,0.017832,0.0051523,0.012738,0.0019326,-0.0020928,37.814,-101.14,31950,0.1267,0,-0.18883
748.15,-1.253,72.787,-0.01041,0.017871,0.0051086,0.013004,0.0019302,-0.002277,37.814,-101.14,31944,0.1267,0,-0.18883
748.42,-1.3358,72.802,-0.010147,0.017909,0.0050612,0.013258,0.0019277,-0.0024587,37.814,-101.14,31937,0.1267,0,-0.18883
748.69,-1.4175,72.818,-0.0098798,0.017948,0.0050103,0.013499,0.0019253,-0.0026376,37.814,-101.14,31930,0.1267,0,-0.18883
748.96,-1.4979,72.833,-0.0096075,0.017986,0.0049558,0.013728,0.0019228,-0.0028138,37.814,-101.14,31923,0.1267,0,-0.18883
749.22,-1.5772,72.849,-0.0093308,0.018025,0.0048978,0.013944,0.0019203,-0.0029869,37.814,-101.14,31916,0.1267,0,-0.18883
749.49,-1.6551,72.865,-0.0090499,0.018063,0.0048363,0.014148,0.0019178,-0.003157,37.814,-101.14,31909,0.1267,0,-0.18883
749.76,-1.7317,72.88,-0.008765,0.018101,0.0047715,0.014338,0.0019153,-0.0033238,37.814,-101.14,31903,0.1267,0,-0.18883
750.03,-1.8069,72.896,-0.0084764,0.01814,0.0047034,0.014516,0.0019127,-0.0034873,37.814,-101.14,31896,0.1267,0,-0.18883
750.29,-1.8805,72.912,-0.0081844,0.018178,0.0046321,0.014681,0.0019102,-0.0036472,37.814,-101.14,31889,0.1267,0,-0.18883
750.56,-1.9527,72.927,-0.0078893,0.018216,0.0045576,0.014832,0.0019076,-0.0038036,37.814,-101.14,31882,0.1267,0,-0.18883
750.83,-2.0232,72.943,-0.0075912,0.018254,0.00448,0.01497,0.0019049,-0.0039562,37.814,-101.14,31875,0.1267,0,-0.18883
751.09,-2.0922,72.959,-0.0072906,0.018292,0.0043994,0.015095,0.0019023,-0.004105,37.814,-101.14,31869,0.1267,0,-0.18883
751.36,-2.1594,72.975,-0.0069875,0.01833,0.0043158,0.015207,0.0018996,-0.0042499,37.814,-101.14,31862,0.1267,0,-0.18883
751.62,-2.225,72.991,-0.0066824,0.018368,0.0042294,0.015305,0.0018969,-0.0043906,37.814,-101.14,31855,0.1267,0,-0.18883
751.89,-2.2887,73.007,-0.0063754,0.018406,0.0041403,0.01539,0.0018941,-0.0045273,37.814,-101.14,31848,0.1267,0,-0.18883
752.15,-2.3506,73.022,-0.0060669,0.018444,0.0040484,0.015461,0.0018913,-0.0046596,37.814,-101.14,31841,0.1267,0,-0.18883
752.42,-2.4107,73.038,-0.0057571,0.018482,0.0039539,0.015519,0.0018885,-0.0047876,37.814,-101.14,31835,0.1267,0,-0.18883
752.68,-2.4688,73.054,-0.0054463,0.018519,0.0038569,0.015563,0.0018856,-0.0049112,37.814,-101.14,31828,0.1267,0,-0.18883
752.95,-2.525,73.07,-0.0051347,0.018557,0.0037575,0.015594,0.0018826,-0.0050302,37.814,-101.14,31821,0.1267,0,-0.18883
753.21,-2.5793,73.086,-0.0048226,0.018595,0.0036558,0.015612,0.0018797,-0.0051446,37.814,-101.14,31814,0.1267,0,-0.18883
753.47,-2.6315,73.102,-0.0045103,0.018632,0.0035518,0.015616,0.0018766,-0.0052543,37.814,-101.14,31808,0.1267,0,-0.18883
753.74,-2.6816,73.118,-0.0041981,0.01867,0.0034457,0.015606,0.0018736,-0.0053592,37.814,-101.14,31801,0.1267,0,-0.18883
754,-2.7297,73.135,-0.0038862,0.018707,0.0033375,0.015584,0.0018704,-0.0054593,37.814,-101.14,31794,0.1267,0,-0.18883
754.26,-2.7756,73.151,-0.0035748,0.018745,0.0032274,0.015548,0.0018673,-0.0055544,37.814,-101.14,31787,0.1267,0,-0.18883
754.52,-2.8194,73.167,-0.0032643,0.018782,0.0031154,0.015499,0.0018641,-0.0056446,37.814,-101.14,31781,0.1267,0,-0.18883
754.79,-2.8611,73.183,-0.002955,0.018819,0.0030016,0.015437,0.0018608,-0.0057297,37.814,-101.13,31774,0.1267,0,-0.18883
755.05,-2.9005,73.199,-0.002647,0.018856,0.0028862,0.015362,0.0018575,-0.0058098,37.814,-101.13,31767,0.1267,0,-0.18883
755.31,-2.9377,73.215,-0.0023406,0.018893,0.0027693,0.015274,0.0018542,-0.0058847,37.814,-101.13,31760,0.1267,0,-0.18883
755.57,-2.9727,73.232,-0.0020361,0.018931,0.0026509,0.015173,0.0018508,-0.0059544,37.814,-101.13,31753,0.1267,0,-0.18883
755.83,-3.0054,73.248,-0.0017338,0.018968,0.0025312,0.01506,0.0018474,-0.0060189,37.814,-101.13,31747,0.1267,0,-0.18883
756.09,-3.0358,73.264,-0.0014338,0.019004,0.0024102,0.014935,0.001844,-0.0060781,37.814,-101.13,31740,0.1267,0,-0.18883
756.35,-3.064,73.281,-0.0011365,0.019041,0.0022881,0.014797,0.0018405,-0.0061321,37.814,-101.13,31733,0.1267,0,-0.18883
756.61,-3.0898,73.297,-0.00084202,0.019078,0.002165,0.014647,0.001837,-0.0061807,37.814,-101.13,31727,0.1267,0,-0.18883
756.87,-3.1133,73.313,-0.00055069,0.019115,0.002041,0.014485,0.0018335,-0.006224,37.814,-101.13,31720,0.1267,0,-0.18883
757.13,-3.1346,73.33,-0.00026272,0.019151,0.0019161,0.014311,0.0018299,-0.0062619,37.814,-101.13,31713,0.1267,0,-0.18883
757.39,-3.1534,73.346,2.17E-05,0.019188,0.0017905,0.014123,0.0018263,-0.0062944,37.814,-101.13,31706,0.1267,0,-0.18883
757.65,-3.17,73.363,0.00030176,0.019224,0.0016644,0.013886,0.0018224,-0.0063203,37.814,-101.13,31700,0.1267,0,-0.18883
757.91,-3.1842,73.379,0.00057701,0.019261,0.0015378,0.013639,0.0018185,-0.0063409,37.814,-101.13,31693,0.1267,0,-0.18883
758.17,-3.1961,73.396,0.00084723,0.019297,0.0014108,0.013383,0.0018146,-0.0063561,37.814,-101.13,31686,0.1267,0,-0.18883
758.43,-3.2056,73.412,0.0011122,0.019333,0.0012836,0.013117,0.0018106,-0.0063659,37.814,-101.13,31679,0.1267,0,-0.18883
758.69,-3.2129,73.429,0.0013718,0.01937,0.0011562,0.012842,0.0018068,-0.0063704,37.814,-101.13,31673,0.1267,0,-0.18883
758.94,-3.2178,73.445,0.0016259,0.019406,0.0010288,0.012559,0.0018029,-0.0063695,37.814,-101.13,31666,0.1267,0,-0.18883
759.2,-3.2204,73.462,0.0018741,0.019442,0.00090152,0.012267,0.0017991,-0.0063632,37.814,-101.13,31659,0.1267,0,-0.18883
759.46,-3.2207,73.478,0.0021165,0.019478,0.00077438,0.011967,0.0017953,-0.0063517,37.813,-101.13,31653,0.1267,0,-0.18883
759.72,-3.2187,73.495,0.0023527,0.019514,0.00064751,0.011659,0.0017915,-0.006335,37.813,-101.13,31646,0.1267,0,-0.18883
759.97,-3.2144,73.511,0.0025828,0.019549,0.00052104,0.011343,0.0017878,-0.006313,37.813,-101.13,31639,0.1267,0,-0.18883
760.23,-3.2079,73.528,0.0028064,0.019585,0.00039505,0.01102,0.0017842,-0.0062858,37.813,-101.13,31633,0.1267,0,-0.18883
760.49,-3.1992,73.544,0.0030235,0.019621,0.00026966,0.010725,0.0017809,-0.0062544,37.813,-101.13,31626,0.1267,0,-0.18883
760.74,-3.1882,73.561,0.0032369,0.019656,0.00014489,0.010606,0.0017792,-0.0062232,37.813,-101.13,31619,0.1267,0,-0.18883
761,-3.175,73.578,0.0034477,0.019692,2.08E-05,0.010476,0.0017776,-0.0061871,37.813,-101.13,31612,0.1267,0,-0.18883
761.25,-3.1596,73.594,0.0036544,0.019727,-0.0001025,0.010177,0.0017747,-0.0061419,37.813,-101.13,31606,0.1267,0,-0.18883
761.51,-3.142,73.611,0.0038546,0.019763,-0.00022482,0.00984,0.0017716,-0.0060908,37.813,-101.13,31599,0.1267,0,-0.18883
761.76,-3.1223,73.627,0.0040479,0.019798,-0.00034607,0.0094956,0.0017685,-0.0060348,37.813,-101.13,31592,0.1267,0,-0.18883
762.02,-3.1005,73.644,0.0042343,0.019834,-0.00046615,0.0091445,0.0017655,-0.0059739,37.813,-101.13,31586,0.1267,0,-0.18883
762.27,-3.0766,73.66,0.0044137,0.019869,-0.00058497,0.008787,0.0017626,-0.0059084,37.813,-101.13,31579,0.1267,0,-0.18883
762.53,-3.0506,73.677,0.0045858,0.019904,-0.00070243,0.0084235,0.0017598,-0.0058381,37.813,-101.13,31572,0.1267,0,-0.18883
762.78,-3.0226,73.694,0.0047505,0.019939,-0.00081844,0.0080543,0.0017571,-0.0057632,37.813,-101.13,31566,0.1267,0,-0.18883
763.03,-2.9926,73.71,0.0049079,0.019974,-0.0009329,0.0076798,0.0017545,-0.0056838,37.813,-101.13,31559,0.1267,0,-0.18883
763.29,-2.9607,73.727,0.0050577,0.020009,-0.0010457,0.0073002,0.001752,-0.0055999,37.813,-101.13,31552,0.1267,0,-0.18883
763.54,-2.9268,73.743,0.0051998,0.020044,-0.0011568,0.006916,0.0017495,-0.0055117,37.813,-101.13,31546,0.1267,0,-0.18883
763.79,-2.8911,73.76,0.0053343,0.020079,-0.0012662,0.0065275,0.0017472,-0.0054193,37.813,-101.13,31539,0.1267,0,-0.18883
764.04,-2.8535,73.776,0.0054609,0.020114,-0.0013736,0.0061351,0.001745,-0.0053226,37.813,-101.13,31533,0.1267,0,-0.18883
764.3,-2.8141,73.793,0.0055796,0.020149,-0.001479,0.0057391,0.0017429,-0.005222,37.813,-101.13,31526,0.1267,0,-0.18883
764.55,-2.773,73.809,0.0056904,0.020184,-0.0015824,0.0053399,0.0017409,-0.0051173,37.813,-101.13,31519,0.1267,0,-0.18883
764.8,-2.7302,73.826,0.0057932,0.020219,-0.0016836,0.0049378,0.001739,-0.0050088,37.813,-101.13,31513,0.1267,0,-0.18883
765.05,-2.6857,73.842,0.0058879,0.020254,-0.0017827,0.0045332,0.0017373,-0.0048966,37.813,-101.13,31506,0.1267,0,-0.18883
765.3,-2.6396,73.858,0.0059745,0.020288,-0.0018795,0.0041265,0.0017357,-0.0047808,37.813,-101.13,31499,0.1267,0,-0.18883
765.55,-2.592,73.875,0.0060529,0.020323,-0.0019739,0.0037181,0.0017341,-0.0046614,37.813,-101.13,31493,0.1267,0,-0.18883
765.8,-2.5428,73.891,0.0061232,0.020358,-0.0020659,0.0033082,0.0017328,-0.0045387,37.813,-101.13,31486,0.1267,0,-0.18883
766.05,-2.4922,73.908,0.0061853,0.020392,-0.0021554,0.0028974,0.0017315,-0.0044126,37.813,-101.13,31480,0.1267,0,-0.18883
766.3,-2.4401,73.924,0.0062391,0.020427,-0.0022423,0.0024858,0.0017303,-0.0042834,37.813,-101.13,31473,0.1267,0,-0.18883
766.55,-2.3867,73.94,0.0062847,0.020462,-0.0023267,0.002074,0.0017293,-0.0041512,37.813,-101.13,31466,0.1267,0,-0.18883
766.8,-2.332,73.957,0.006322,0.020496,-0.0024083,0.0016623,0.0017284,-0.0040161,37.813,-101.13,31460,0.1267,0,-0.18883
767.05,-2.276,73.973,0.0063511,0.020531,-0.0024873,0.001251,0.0017276,-0.0038783,37.813,-101.13,31453,0.1267,0,-0.18883
767.3,-2.2189,73.989,0.006372,0.020565,-0.0025634,0.00084047,0.001727,-0.0037378,37.813,-101.13,31447,0.1267,0,-0.18883
767.55,-2.1606,74.005,0.0063848,0.0206,-0.0026367,0.00043113,0.0017264,-0.0035948,37.813,-101.13,31440,0.1267,0,-0.18883
767.8,-2.1012,74.022,0.0063893,0.020634,-0.0027072,2.33E-05,0.001726,-0.0034494,37.813,-101.13,31433,0.1267,0,-0.18883
768.04,-2.0408,74.038,0.0063857,0.020669,-0.0027747,-0.00038264,0.0017256,-0.0033018,37.813,-101.13,31427,0.1267,0,-0.18883
768.29,-1.9794,74.054,0.006374,0.020703,-0.0028392,-0.00078636,0.0017254,-0.0031522,37.813,-101.13,31420,0.1267,0,-0.18883
768.54,-1.9171,74.07,0.0063542,0.020738,-0.0029007,-0.0011875,0.0017253,-0.0030006,37.813,-101.13,31414,0.1267,0,-0.18883
768.78,-1.854,74.086,0.0063265,0.020772,-0.0029592,-0.0015857,0.0017252,-0.0028472,37.813,-101.13,31407,0.1267,0,-0.18883
769.03,-1.7901,74.102,0.0062908,0.020807,-0.0030146,-0.0019807,0.0017253,-0.0026921,37.813,-101.13,31400,0.1267,0,-0.18883
769.28,-1.7255,74.118,0.0062473,0.020841,-0.0030668,-0.002372,0.0017254,-0.0025355,37.813,-101.13,31394,0.1267,0,-0.18883
769.52,-1.6602,74.134,0.0061959,0.020876,-0.003116,-0.0027594,0.0017256,-0.0023775,37.813,-101.13,31387,0.1267,0,-0.18883
769.77,-1.5943,74.15,0.0061369,0.02091,-0.0031619,-0.0031425,0.0017259,-0.0022183,37.813,-101.13,31381,0.1267,0,-0.18883
770.01,-1.5279,74.166,0.0060703,0.020945,-0.0032047,-0.0035211,0.0017263,-0.0020581,37.813,-101.13,31374,0.1267,0,-0.18883
770.26,-1.4609,74.182,0.0059961,0.020979,-0.0032442,-0.0038947,0.0017267,-0.0018969,37.813,-101.13,31368,0.1267,0,-0.18883
770.5,-1.3936,74.198,0.0059145,0.021014,-0.0032805,-0.0042631,0.0017272,-0.0017349,37.813,-101.13,31361,0.1267,0,-0.18883
770.75,-1.3259,74.214,0.0058256,0.021049,-0.0033136,-0.0046259,0.0017277,-0.0015723,37.813,-101.13,31355,0.1267,0,-0.18883
770.99,-1.2579,74.23,0.0057295,0.021083,-0.0033434,-0.0049829,0.0017282,-0.0014092,37.813,-101.13,31348,0.1267,0,-0.18883
771.24,-1.1897,74.246,0.0056263,0.021118,-0.0033699,-0.0053338,0.0017288,-0.0012458,37.813,-101.13,31342,0.1267,0,-0.18883
771.48,-1.1213,74.262,0.0055161,0.021152,-0.0033932,-0.0056782,0.0017294,-0.0010821,37.813,-101.13,31335,0.1267,0,-0.18883
771.72,-1.0528,74.278,0.0053992,0.021187,-0.0034132,-0.006016,0.00173,-0.00091844,37.813,-101.13,31329,0.1267,0,-0.18883
771.97,-0.98428,74.294,0.0052755,0.021221,-0.0034299,-0.0063467,0.0017307,-0.00075486,37.813,-101.13,31322,0.1267,0,-0.18883
772.21,-0.91576,74.31,0.0051453,0.021256,-0.0034433,-0.0066702,0.0017313,-0.00059153,37.813,-101.13,31315,0.1267,0,-0.18883
772.45,-0.84732,74.326,0.0050088,0.021291,-0.0034535,-0.0069862,0.0017319,-0.00042859,37.813,-101.13,31309,0.1267,0,-0.18883
772.69,-0.77901,74.341,0.0048659,0.021325,-0.0034605,-0.0072944,0.0017325,-0.00026619,37.813,-101.13,31302,0.1267,0,-0.18883
772.93,-0.71091,74.357,0.004717,0.02136,-0.0034642,-0.0075946,0.001733,-0.00010447,37.813,-101.13,31296,0.1267,0,-0.18883
773.18,-0.64306,74.373,0.0045622,0.021395,-0.0034646,-0.0078865,0.0017335,5.64E-05,37.813,-101.13,31289,0.1267,0,-0.18883
773.42,-0.57553,74.389,0.0044016,0.021429,-0.0034619,-0.00817,0.001734,0.00021635,37.813,-101.13,31283,0.1267,0,-0.18883
773.66,-0.50839,74.405,0.0042354,0.021464,-0.003456,-0.0084447,0.0017344,0.00037517,37.813,-101.13,31276,0.1267,0,-0.18883
773.9,-0.44167,74.42,0.0040639,0.021499,-0.0034469,-0.0087105,0.0017347,0.00053275,37.813,-101.13,31270,0.1267,0,-0.18883
774.14,-0.37546,74.436,0.0038871,0.021533,-0.0034346,-0.0089673,0.0017349,0.00068895,37.813,-101.13,31263,0.1267,0,-0.18883
774.38,-0.30979,74.452,0.0037052,0.021568,-0.0034193,-0.0092147,0.0017351,0.00084363,37.813,-101.13,31257,0.1267,0,-0.18883
774.62,-0.24473,74.468,0.0035185,0.021603,-0.0034009,-0.0094526,0.0017352,0.00099666,37.813,-101.13,31251,0.1267,0,-0.18883
774.86,-0.18034,74.483,0.0033272,0.021638,-0.0033794,-0.0096808,0.0017352,0.0011479,37.813,-101.13,31244,0.1267,0,-0.18883
775.1,-0.11666,74.499,0.0031313,0.021672,-0.0033549,-0.0098992,0.001735,0.0012972,37.813,-101.13,31238,0.1267,0,-0.18883
775.33,-0.053756,74.515,0.0029312,0.021707,-0.0033275,-0.010108,0.0017347,0.0014445,37.813,-101.13,31231,0.1267,0,-0.18883
775.57,0.0083243,74.531,0.0027271,0.021742,-0.0032971,-0.010306,0.0017332,0.0015897,37.813,-101.13,31225,0.1267,0,-0.18883
775.81,0.069528,74.546,0.0025191,0.021776,-0.0032639,-0.010494,0.0017242,0.0017325,37.813,-101.13,31218,0.1267,0,-0.18883
776.05,0.1298,74.562,0.0023074,0.021811,-0.0032278,-0.010671,0.0017152,0.0018729,37.813,-101.13,31212,0.1267,0,-0.18883
776.29,0.1891,74.578,0.0020923,0.021845,-0.003189,-0.010838,0.0017064,0.0020108,37.813,-101.13,31205,0.1267,0,-0.18883
776.52,0.24737,74.594,0.0018739,0.021879,-0.0031474,-0.010995,0.0016976,0.0021461,37.813,-101.13,31199,0.1267,0,-0.18883
776.76,0.30457,74.609,0.0016525,0.021913,-0.0031031,-0.01114,0.001689,0.0022786,37.813,-101.13,31192,0.1267,0,-0.18883
777,0.36065,74.625,0.0014284,0.021946,-0.0030563,-0.011275,0.0016804,0.0024082,37.813,-101.13,31186,0.1267,0,-0.18883
777.23,0.41557,74.641,0.0012016,0.02198,-0.0030068,-0.011399,0.0016719,0.0025349,37.813,-101.13,31180,0.1267,0,-0.18883
777.47,0.46927,74.657,0.00097245,0.022013,-0.0029548,-0.011512,0.0016636,0.0026585,37.813,-101.13,31173,0.1267,0,-0.18883
777.7,0.52173,74.672,0.00074117,0.022046,-0.0029005,-0.011614,0.0016554,0.002779,37.813,-101.13,31167,0.1267,0,-0.18883
777.94,0.57289,74.688,0.00050795,0.022079,-0.0028437,-0.011705,0.0016472,0.0028961,37.813,-101.13,31160,0.1267,0,-0.18883
778.17,0.62272,74.704,0.00027303,0.022112,-0.0027846,-0.011785,0.0016392,0.0030099,37.813,-101.13,31154,0.1267,0,-0.18883
778.41,0.67118,74.719,3.66E-05,0.022145,-0.0027233,-0.011853,0.0016313,0.0031203,37.813,-101.13,31148,0.1267,0,-0.18883
778.64,0.71823,74.735,-0.00020075,0.022178,-0.0026598,-0.011877,0.0016235,0.003228,37.813,-101.13,31141,0.1267,0,-0.18883
778.87,0.76384,74.751,-0.00043839,0.02221,-0.0025942,-0.011884,0.0016158,0.0033322,37.813,-101.13,31135,0.1267,0,-0.18883
779.11,0.80797,74.766,-0.00067606,0.022242,-0.0025265,-0.011881,0.0016082,0.0034326,37.813,-101.13,31128,0.1267,0,-0.18883
779.34,0.85059,74.782,-0.00091356,0.022274,-0.0024569,-0.011867,0.0016008,0.0035292,37.813,-101.13,31122,0.1267,0,-0.18883
779.57,0.89167,74.798,-0.0011507,0.022306,-0.0023853,-0.011842,0.0015935,0.0036219,37.813,-101.13,31116,0.1267,0,-0.18883
779.81,0.93118,74.813,-0.0013872,0.022338,-0.002312,-0.011808,0.0015863,0.0037106,37.813,-101.13,31109,0.1267,0,-0.18883
780.04,0.96909,74.829,-0.0016229,0.02237,-0.0022369,-0.011763,0.0015792,0.0037953,37.813,-101.13,31103,0.1267,0,-0.18883
780.27,1.0054,74.844,-0.0018577,0.022401,-0.0021602,-0.011708,0.0015723,0.0038759,37.813,-101.13,31096,0.1267,0,-0.18883
780.5,1.04,74.86,-0.0020912,0.022433,-0.0020819,-0.011643,0.0015656,0.0039524,37.813,-101.13,31090,0.1267,0,-0.18883
780.73,1.073,74.875,-0.0023233,0.022464,-0.0020021,-0.011568,0.001559,0.0040247,37.813,-101.13,31084,0.1267,0,-0.18883
780.97,1.1043,74.891,-0.0025539,0.022495,-0.0019209,-0.011484,0.0015525,0.0040927,37.813,-101.13,31077,0.1267,0,-0.18883
781.2,1.1339,74.906,-0.0027826,0.022526,-0.0018384,-0.011389,0.0015462,0.0041565,37.813,-101.13,31071,0.1267,0,-0.18883
781.43,1.1618,74.921,-0.0030094,0.022557,-0.0017546,-0.011285,0.0015401,0.004216,37.813,-101.13,31065,0.1267,0,-0.18883
781.66,1.1879,74.937,-0.003234,0.022588,-0.0016697,-0.011172,0.0015341,0.0042711,37.813,-101.13,31058,0.1267,0,-0.18883
781.89,1.2123,74.952,-0.0034562,0.022618,-0.0015838,-0.011049,0.0015283,0.0043218,37.813,-101.13,31052,0.1267,0,-0.18883
782.12,1.2349,74.967,-0.0036759,0.022649,-0.0014969,-0.010918,0.0015226,0.0043681,37.813,-101.13,31046,0.1267,0,-0.18883
782.34,1.2558,74.983,-0.0038929,0.022679,-0.0014091,-0.010777,0.0015171,0.00441,37.813,-101.13,31039,0.1267,0,-0.18883
782.57,1.2749,74.998,-0.004107,0.022709,-0.0013205,-0.010627,0.0015118,0.0044474,37.813,-101.13,31033,0.1267,0,-0.18883
782.8,1.2921,75.013,-0.004318,0.02274,-0.0012312,-0.010469,0.0015067,0.0044804,37.813,-101.13,31027,0.1267,0,-0.18883
783.03,1.3076,75.028,-0.0045257,0.02277,-0.0011413,-0.010303,0.0015018,0.004509,37.813,-101.13,31020,0.1267,0,-0.18883
783.26,1.3213,75.043,-0.00473,0.0228,-0.0010508,-0.010128,0.001497,0.004533,37.813,-101.13,31014,0.1267,0,-0.18883
783.49,1.3332,75.058,-0.0049308,0.02283,-0.00095996,-0.0099449,0.0014924,0.0045526,37.812,-101.13,31008,0.1267,0,-0.18883
783.71,1.3433,75.073,-0.0051278,0.022859,-0.00086873,-0.0097542,0.001488,0.0045678,37.812,-101.13,31002,0.1267,0,-0.18883
783.94,1.3516,75.088,-0.0053209,0.022889,-0.00077725,-0.0095559,0.0014838,0.0045784,37.812,-101.13,30995,0.1267,0,-0.18883
784.17,1.3581,75.103,-0.00551,0.022919,-0.0006856,-0.0093502,0.0014798,0.0045847,37.812,-101.13,30989,0.1267,0,-0.18883
784.39,1.3628,75.118,-0.0056949,0.022948,-0.00059387,-0.0091373,0.001476,0.0045865,37.812,-101.13,30983,0.1267,0,-0.18883
784.62,1.3657,75.133,-0.0058761,0.022978,-0.00050216,-0.0090264,0.0014727,0.0045811,37.812,-101.13,30976,0.1267,0,-0.18883
784.84,1.3668,75.148,-0.0060563,0.023007,-0.00041064,-0.0089924,0.0014699,0.0045693,37.812,-101.13,30970,0.1267,0,-0.18883
785.07,1.3662,75.162,-0.0062357,0.023037,-0.00031939,-0.0089473,0.0014672,0.0045534,37.812,-101.13,30964,0.1267,0,-0.18883
785.29,1.3639,75.177,-0.0064141,0.023066,-0.0002285,-0.0088911,0.0014647,0.0045336,37.812,-101.13,30958,0.1267,0,-0.18883
785.52,1.3598,75.192,-0.0065913,0.023095,-0.00013805,-0.0088241,0.0014624,0.0045097,37.812,-101.13,30951,0.1267,0,-0.18883
785.74,1.3539,75.206,-0.006767,0.023124,-4.81E-05,-0.0087463,0.0014603,0.004482,37.812,-101.13,30945,0.1267,0,-0.18883
785.97,1.3464,75.221,-0.0069408,0.023154,4.12E-05,-0.0085832,0.0014581,0.0044522,37.812,-101.13,30939,0.1267,0,-0.18883
786.19,1.3371,75.235,-0.0071099,0.023183,0.00012998,-0.0083259,0.0014558,0.0044206,37.812,-101.13,30933,0.1267,0,-0.18883
786.41,1.3261,75.25,-0.0072738,0.023212,0.00021806,-0.0080625,0.0014536,0.0043849,37.812,-101.13,30926,0.1267,0,-0.18883
786.64,1.3135,75.264,-0.0074324,0.023241,0.00030537,-0.0077933,0.0014517,0.0043451,37.812,-101.13,30920,0.1267,0,-0.18883
